date,park,alert name,description,event type,road name,vehicle impact,event start date,alert_id,region,alpha,State
8/22/2024,Shenandoah National Park,Tanners Ridge Fire Road,Closed to vehicular traffic. ,work-zone,['Tanners Ridge Fire Road'],all-lanes-closed,2024-01-01T19:08:00Z,0c9a542c-a992-42be-2ddc-08d4c7ad36e2,NER,SHEN,VA
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/19/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/26/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/26/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/26/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/26/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/29/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/29/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/29/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/29/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/29/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
4/29/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/2/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/2/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Seasonal Road Closure,"The scenic drive is closed. It is open to foot traffic until it reopens to vehicles. The drive opens to vehicles a few weeks after all threat of snow and ice have passed, usually late April or early May. ",incident,['Pierce Stocking Scenic Drive'],all-lanes-closed,2023-10-15T12:36:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
5/22/2024,Sleeping Bear Dunes National Lakeshore,Platte River Campground Closure,The campground is closed for resurfacing.,work-zone,['Platte River Campground'],all-lanes-closed,2024-05-03T18:59:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
6/6/2024,Sleeping Bear Dunes National Lakeshore,M22 Challenge Endurance Race,"The M22 Challenge Endurance Race is Saturday, June 8.  M-109 between Welch Road and Day Farm Road will be closed from 7:45am until 11:00am on the day of the race. Residents along M-109 will be allowed through the closure. ",incident,['M109 Welch to Day Farm'],all-lanes-closed,2024-06-04T19:48:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
6/6/2024,Sleeping Bear Dunes National Lakeshore,M22 Challenge Endurance Race,"The M22 Challenge Endurance Race is Saturday, June 8.  M-109 between Welch Road and Day Farm Road will be closed from 7:45am until 11:00am on the day of the race. Residents along M-109 will be allowed through the closure. ",incident,['M109 Welch to Day Farm'],all-lanes-closed,2024-06-04T19:48:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
6/6/2024,Sleeping Bear Dunes National Lakeshore,Pierce Stocking Scenic Drive Closure - May 30-June 8,"The Pierce Stocking Scenic Drive will be closed Thursday, May 30 to Saturday, June 8 for pavement preservation and resurfacing.",work-zone,['Pierce Stocking Scenic Drive'],all-lanes-closed,2024-05-30T15:03:00Z,38f04f01-39ac-46c4-2de1-08d4c7ad36e2,MWR,SLBE,MI
2/5/2024,Valley Forge National Historical Park,North Outer Line Dr Closed between Admin Building and Gulph Rd,"Due to blowing and drifting snow, North Outer Line Drive is closed between the Administration Building and Gulph Road until further notice.",incident,['North Outer Line Drive'],all-lanes-closed,2024-01-20T23:00:00Z,No end date,NER,VAFO,PA
2/5/2024,Valley Forge National Historical Park,North Outer Line Dr Closed between Admin Building and Gulph Rd,"Due to blowing and drifting snow, North Outer Line Drive is closed between the Administration Building and Gulph Road until further notice.",incident,['North Outer Line Drive'],all-lanes-closed,2024-01-20T23:00:00Z,No end date,NER,VAFO,PA
10/17/2023,Yosemite National Park,Mariposa Grove Road Repair,"Mariposa Grove Road is closed October 16–27 for winter storm damage repairs (no shuttle or vehicle access).
",work-zone,['Mariposa Grove Road'],all-lanes-closed,2023-10-15T23:00:00Z,2023-10-27T14:00:00Z,PWR,YOSE,CA
10/17/2023,Yosemite National Park,Glacier Point Road Construction,"Expect 30-minute delays, Monday through Friday, 6 am to 9 pm, for road repaving and repair.",work-zone,['Glacier Point Road'],flagging,2023-05-01T10:15:00Z,2023-10-31T10:15:00Z,PWR,YOSE,CA
10/23/2023,Yosemite National Park,Mariposa Grove Road Repair,"Mariposa Grove Road is closed October 16–27 for winter storm damage repairs (no shuttle or vehicle access).
",work-zone,['Mariposa Grove Road'],all-lanes-closed,2023-10-15T23:00:00Z,2023-10-27T14:00:00Z,PWR,YOSE,CA
10/23/2023,Yosemite National Park,Glacier Point Road Construction,"Expect 30-minute delays, Monday through Friday, 6 am to 9 pm, for road repaving and repair.",work-zone,['Glacier Point Road'],flagging,2023-05-01T10:15:00Z,2023-10-31T10:15:00Z,PWR,YOSE,CA
2/5/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-14T12:00:00Z,No end date,PWR,YOSE,CA
2/5/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-14T12:00:00Z,No end date,PWR,YOSE,CA
2/5/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-14T12:00:00Z,No end date,PWR,YOSE,CA
2/5/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-14T12:00:00Z,No end date,PWR,YOSE,CA
3/4/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-15T02:00:00Z,,PWR,YOSE,CA
3/4/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-15T02:00:00Z,,PWR,YOSE,CA
3/4/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-15T02:00:00Z,,PWR,YOSE,CA
3/4/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-15T02:00:00Z,,PWR,YOSE,CA
3/4/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-15T02:00:00Z,,PWR,YOSE,CA
3/4/2024,Yosemite National Park,Tioga and Glacier Point Winter Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road']",all-lanes-closed,2023-11-15T02:00:00Z,,PWR,YOSE,CA
3/4/2024,Yosemite National Park,Winter Storm Closure,Yosemite National Park closure due to winter storm,incident,"['Wawona Road', 'El Portal Road', 'Yosemite Valley Loop Road', 'Big Oak Flat Road', 'Hetch Hetchy Road', 'Badger Pass Road']",all-lanes-closed,2024-03-01T08:00:00Z,,PWR,YOSE,CA
3/4/2024,Yosemite National Park,Winter Storm Closure,Yosemite National Park closure due to winter storm,incident,"['Wawona Road', 'El Portal Road', 'Yosemite Valley Loop Road', 'Big Oak Flat Road', 'Hetch Hetchy Road', 'Badger Pass Road']",all-lanes-closed,2024-03-01T08:00:00Z,,PWR,YOSE,CA
4/2/2024,Yosemite National Park,Yosemite Winter Road Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road', 'Mariposa Grove Road']",all-lanes-closed,2023-11-15T02:00:00Z,16e33ae7-e71f-45ce-2e37-08d4c7ad36e2,PWR,YOSE,CA
4/2/2024,Yosemite National Park,Yosemite Winter Road Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road', 'Mariposa Grove Road']",all-lanes-closed,2023-11-15T02:00:00Z,16e33ae7-e71f-45ce-2e37-08d4c7ad36e2,PWR,YOSE,CA
4/2/2024,Yosemite National Park,Yosemite Winter Road Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road', 'Mariposa Grove Road']",all-lanes-closed,2023-11-15T02:00:00Z,16e33ae7-e71f-45ce-2e37-08d4c7ad36e2,PWR,YOSE,CA
4/2/2024,Yosemite National Park,Yosemite Winter Road Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road', 'Mariposa Grove Road']",all-lanes-closed,2023-11-15T02:00:00Z,16e33ae7-e71f-45ce-2e37-08d4c7ad36e2,PWR,YOSE,CA
4/2/2024,Yosemite National Park,Yosemite Winter Road Closures,"Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They will both reopen later than usual this summer. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.",incident,"['Tioga Road', 'Glacier Piont Road', 'Mariposa Grove Road']",all-lanes-closed,2023-11-15T02:00:00Z,16e33ae7-e71f-45ce-2e37-08d4c7ad36e2,PWR,YOSE,CA
