Park Name,Type of Unit,State,Reg,Alpha,Unit,index site,Alert title list,Alert description,Alert full description,Number of alerts,Number of alerts with description,Road Closure Alert Flag
Prince William Forest,Park,VA,NCR,PRWI,1.0,https://www.nps.gov/PRWI/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Prince William Forest RV Campground will be closed until mid March 2024', 'Visitor Center Closed on Tuesday, Wednesday, and Thursday During Winter Hours', 'Closure of Campsites in Park Campgrounds', 'Credit/Debit Card only for park entrance fees starting May 1st']","['Due to delay in infrastructure improvements, the concession operated RV campground off of Hwy 234 will now be closed until mid March 2024.', 'The Visitor Center will be open 8:00 a.m. to 4:00 p.m. on Friday, Saturday, Sunday, and Monday from November 5 to March 10. The Visitor Center will be closed on Tuesday, Wednesday, and Thursday.', 'Due to infrastructure improvements this summer, Turkey Run Group Campground is closed  10-1-23 thru 5-7-24, Cabin Camp 3 is closed until 5-9-24, and Campsite A1-A24, A31-A42, and B1-B7 in Oak Ridge Campground will be closed from 12-12-23 thru 5-4-24.', 'Starting May 1, 2023, Prince William Forest Park will enter a trial period of no longer accepting cash for park entrance fees. Entrance fees and passes can be purchased with credit/debit card or online through recreation.gov.']",3,4,0
Puukohola Heiau,National Historic Site,HI,PWR,PUHE,1.0,https://www.nps.gov/PUHE/planyourvisit/conditions.htm,['Information'],"[""Hawai'i Wildfires""]",['Date Posted: 8/19/2023'],1,1,0
Pu`uhonua O Honaunau,National Historical Park,HI,PWR,PUHO,1.0,https://www.nps.gov/PUHO/planyourvisit/conditions.htm,"['Park Closure', '']",['Safety Standown for Employees'],"['We are having a service-wide pause in operations to focus on employee, workplace and visitor safety. Our visitor center and bookstore will be closed on Monday, Feb. 26 from 8 a.m. to 10 a.m.    Park is open.  Visitor Center closed during these hours.']",2,1,0
Pullman National Monument,Pullman National Monument,IL,MW,PULL,,https://www.nps.gov/PULL/planyourvisit/conditions.htm,[],[],[],0,0,0
Rainbow Bridge,National Monument,UT,IMR,RABR,1.0,https://www.nps.gov/RABR/planyourvisit/conditions.htm,[],[],[],0,0,0
Redwood,National and State Parks,CA,PWR,REDW,1.0,https://www.nps.gov/REDW/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['Multiple Storm Related Closures', 'Newton B Drury Scenic Parkway: Hike and Bike Days']","['A series of storms has caused the closure of multiple areas of the parks.  Please visit the Current Conditions page and scroll down for a list of impacts. https://www.nps.gov/redw/planyourvisit/conditions.htm', 'From September to May the Parkway is closed to vehicles on the first Saturday of each month. On this special day people can walk, hike, and enjoy the parkway without any motorized traffic. No e-bikes are allowed on these events.']",2,2,0
Richmond,National Battlefield Park,VA,NER,RICH,1.0,https://www.nps.gov/RICH/planyourvisit/conditions.htm,[],[],[],0,0,0
Rio Grande,Wild & Scenic River,TX,IMR,RIGR,1.0,https://www.nps.gov/RIGR/planyourvisit/conditions.htm,[],[],[],0,0,0
River Raisin,National Battlefield,MI,MWR,RIRA,1.0,https://www.nps.gov/RIRA/planyourvisit/conditions.htm,[],[],[],0,0,0
Rock Creek,Park,DC,NCR,ROCR,1.0,https://www.nps.gov/ROCR/planyourvisit/conditions.htm,"['Danger', 'Park Closure', 'Information']","['Glover-Archbold trail detour', 'Part of Fort Totten Park remains closed for public safety', 'Temporary Nighttime Road Closures for Deer Management ', 'Restroom Facilities at Montrose Park temporarily closed']","['For visitor safety, the southern end of the Glover-Archbold Trail is under an emergency closure until further notice due to aerial hazards. Please follow the posted detour along Foxhall Rd. / 44th St. NW / P St. NW.', 'Out of an abundance of caution, Fort Totten Park will remain closed east of Fort Totten Drive, south of Gallatin Street/Metropolitan Branch Trail and north of Brookland Ave NE/Farragut St. due to the investigation involving two WWI-era munitions found.', 'From November 2, 2023 to March 31, 2024, the NPS may temporarily close select park roads between 5 p.m. to 4 a.m. to conduct deer management operations. Per the Rock Creek Park Superintendent’s Compendium, trails and other park areas close at sunset.  \n\n', 'The bathroom facilities at Montrose Park in Georgetown will remain closed until restoration work on the facility can be completed.']",3,4,1
Ross Lake,National Recreation Area,WA,PWR,ROLA,1.0,https://www.nps.gov/ROLA/planyourvisit/conditions.htm,"['Park Closure', 'Caution']","['State Route 20 Closed for the Winter', 'Cascade River Road Closed for the Winter Season ', 'Fire Closures - Trail, Area, and Camp Closures ', 'Be Aware of Break-ins along State Route 20', 'Diablo Lake Boat Launch Inaccessible to Powerboats']","['State Route 20 is closed at milepost 134 (Ross Dam Trailhead) for the season. Visitors can access the closed portion of the highway during the winter season. Park in designated parking areas, do not block the gate.', 'Cascade River Road is closed for the winter season at milepost 18 (NPS boundary), five miles before the trailhead. ', 'For closures due to fire activity visit the Fire Closures page, including trail, area, and camp closures for current and post fire conditions.  ', 'Prevent smashed windows and theft. Break-ins are not uncommon at trailheads along State Route 20. Remove your valuables and electronics and take associated electronic cords.', 'Due to silt accumulation, the Diablo Lake boat launch at Colonial Creek South Campground is not usable for launching most powerboats. Expect shallow or no water at the launch ramp and the possibility of needing to carry your boat to or from the water.  ']",2,5,1
Rocky Mountain,National Park,CO,IMR,ROMO,1.0,https://www.nps.gov/ROMO/planyourvisit/conditions.htm,['Park Closure'],"['Trail Ridge Road is Closed to Through Travel for the Winter Season', 'Major Construction Project at the Fall River Entrance to Rocky Mountain National Park']","['Trail Ridge Road, which is Hwy 34 through RMNP, is closed to through travel for the winter. The road is closed at Many Parks Curve on the east side of the park and at the Colorado River Trailhead on the west side. For more information, call 970-586-1222.', 'Construction work is happening near Fall River Entrance & Aspenglen Campground. One lane is open to enter and exit. Speed limit is 15-mph.']",1,2,1
Rosie the Riveter WWII Home Front,National Historical Park,CA,PWR,RORI,1.0,https://www.nps.gov/RORI/planyourvisit/conditions.htm,['Park Closure'],['We are Open but Experiencing Phone and Internet Outage'],"['We are experiencing internet and phone outages beyond our control. If you are trying to reach us, please call 925-812-6164.']",1,1,0
Roger Williams,National Memorial,RI,NER,ROWI,1.0,https://www.nps.gov/ROWI/planyourvisit/conditions.htm,[''],[],[],1,0,0
Ronald Reagan Boyhood Home National Historic Site,Ronald Reagan Boyhood Home National Historic Site,IL,MW,RRBH,,https://www.nps.gov/RRBH/planyourvisit/conditions.htm,[],[],[],0,0,0
Russell Cave,National Monument,AL,SER,RUCA,1.0,https://www.nps.gov/RUCA/planyourvisit/conditions.htm,['Information'],['Visitor Center Relocated'],['Date Posted: 12/3/2022'],1,1,0
San Antonio Missions,National Historical Park,TX,IMR,SAAN,1.0,https://www.nps.gov/SAAN/planyourvisit/conditions.htm,"['Information', '']",['Visitor Center Work in Progress'],['Date Posted: 10/23/2023'],2,1,0
Saint Croix,National Scenic Riverway,WI,MWR,SACN,1.0,https://www.nps.gov/SACN/planyourvisit/conditions.htm,[],[],[],0,0,0
Saint Croix Island,International Historic Site,ME,NER,SACR,1.0,https://www.nps.gov/SACR/planyourvisit/conditions.htm,['Information'],['Operating Hours & Seasons'],['The park is normally open year-round during daylight hours. Some park facilities are closed during the winter.\n'],1,1,0
San Francisco Maritime,National Historical Park,CA,PWR,SAFR,1.0,https://www.nps.gov/SAFR/planyourvisit/conditions.htm,['Park Closure'],['Municipal Pier at Aquatic Park is closed due to safety concerns.'],['Date Posted: 12/1/2022'],1,1,0
Saint-Gaudens,National Historic Site,NH,NER,SAGA,1.0,https://www.nps.gov/SAGA/planyourvisit/conditions.htm,"['Information', '']",['Seasonal Closures'],['Date Posted: 11/1/2023'],2,1,0
Saguaro,National Park,AZ,IMR,SAGU,1.0,https://www.nps.gov/SAGU/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Periodic Closures of Signal Hill Picnic Area (Tucson Mountain District)', 'Vehicle Break-Ins', 'Potential rabies cases in Saguaro National Park', 'Rideshare services should be used with caution if visiting the Tucson Mountain District', 'Saguaro Blowdown 2023']","['Periodic closures of the Signal Hill Picnic Area will be in effect through March 2024 to allow for the completion of a major repair and improvement project. Please click this link for further information and a calendar of upcoming closures.', ""Saguaro National Park is an urban park. Vehicle break-ins have occurred at trailheads around the park. Don't make yourself a target. Leave valuables at home, secure your vehicle, and report any suspicious activity.  "", 'There have been recent reports of deceased animals and strange wildlife behavior in the area. While not confirmed, rabies may be the cause. If you encounter any abnormal behavior, please contact the park immediately, and use caution around wildlife. ', 'Rideshare services will drop visitors off at the park, but usually will not pick them back up. To avoid being stranded in the park, coordinate two-way trips before using rideshares to visit the West side. \nNo major trails start at the visitor center.', 'On August 22, Tucson Mountain District experienced a blowdown that knocked over or damaged a large number of saguaros and other vegetation in Saguaro National Park. ']",3,5,0
Sagamore Hill,National Historic Site,NY,NER,SAHI,1.0,https://www.nps.gov/SAHI/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Current Visiting Requirements', 'Sagamore Hill is Cashless']","['Tours of the Roosevelt Home are Thursday-Sunday by advanced reservation only via Recreation.gov.  The Old Orchard Museum is open Thursday-Sunday from 11:00am-4:00pm. Trails and grounds open daily.', 'Cash payments at Sagamore Hill are no longer accepted as a method of payment for National Parks and Federal Recreational Lands Passes. Credit and Debit Cards are accepted.']",3,2,0
Saugus Iron Works,National Historic Site,MA,NER,SAIR,1.0,https://www.nps.gov/SAIR/planyourvisit/conditions.htm,['Information'],['Park Phone Line Issue'],"[""We are currently experiencing issues with the park's main phone line. Please contact us at (781) 660-3311 with any questions.""]",1,1,0
San Juan Island,National Historical Park,WA,PWR,SAJH,1.0,https://www.nps.gov/SAJH/planyourvisit/conditions.htm,"['Caution', 'Information']","['Wildlife Viewing Guidelines', 'American Camp and English Camp Visitor Centers closed.']","['San Juan Island National Historical Park provides habitat for many species of animals. When you visit the park, you are visiting their home. Do not approach any wildlife within 75 ft/23 m (two school bus lengths).', 'Date Posted: 12/1/2023']",2,2,0
San Juan,National Historic Site,PR,SER,SAJU,1.0,https://www.nps.gov/SAJU/planyourvisit/conditions.htm,[],[],[],0,0,0
Salem Maritime,National Historic Site,MA,NER,SAMA,1.0,https://www.nps.gov/SAMA/planyourvisit/conditions.htm,['Information'],['Park Phone Line Issues'],"[""We are currently experiencing issues with the park's main phone line. Please contact us at (781) 660-3311 with any questions.""]",1,1,0
Santa Monica Mountains,National Recreation Area,CA,PWR,SAMO,1.0,https://www.nps.gov/SAMO/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Solstice Canyon Closed due to Multiple Landslides', 'Franklin Canyon Park is Closed until further notice.', 'Paramount Ranch Under Construction (Remains Open)']","['Solstice Canyon will be closed until further notice due to multiple landslides caused by the storm.', 'Franklin Canyon Park is CLOSED until further notice at both entrances. Park is CLOSED to all vehicles and pedestrians at both entrances due to hazardous conditions.', 'Paramount Ranch will remain open to hikers, cyclists, and equestrians during the project. Construction will occur five days a week—Monday through Friday between 6 a.m. and 5 p.m. No regular work will be performed on weekends or federal holidays.']",3,3,0
Sand Creek Massacre,National Historic Site,CO,IMR,SAND,1.0,https://www.nps.gov/SAND/planyourvisit/conditions.htm,"['Caution', '']",['8 Miles of Unpaved Road to Reach Park'],"['In order to reach the Sand Creek Massacre NHS, you must travel on at least 8 miles of unpaved roads. We are unable to guarantee road conditions of county roads 54 or W during the winter season. ']",2,1,0
Saint Paul's Church,National Historic Site,NY,NER,SAPA,1.0,https://www.nps.gov/SAPA/planyourvisit/conditions.htm,"['Caution', '']",['Avoid area around the church & under trees in high wind conditions '],"['In high wind conditions (sustained winds of 25 mph and above) visitors are advised to avoid the area around the church, with the possibility of falling clay tiles from the roof, and the cemetery, possibility of falling tree branches or limbs. Thank you.']",2,1,0
Salinas Pueblo Missions,National Monument,NM,IMR,SAPU,1.0,https://www.nps.gov/SAPU/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Quarai Church and Convento Closure', 'Quarai Museum Closed']","['The Church and Convento at Quarai will be closed to the public from 03/04-03/09 to conduct a Climate Vulnerability Assessment of the Church. For more info visit-https://www.nps.gov/sapu/learn/news/quarai-climate-assessment.htm', 'Date Posted: 8/7/2023']",3,2,0
Saratoga,National Historical Park,NY,NER,SARA,1.0,https://www.nps.gov/SARA/planyourvisit/conditions.htm,"['Park Closure', '']",['Horse Trail Closed'],['The Horse Trail remains closed due to flood damage. A decision on the timeframe for reopening the trail will be made in the spring of 2024.  '],2,1,0
Salt River Bay,National Historic Park and Ecological Preserve,VI,SER,SARI,1.0,https://www.nps.gov/SARI/planyourvisit/conditions.htm,['Park Closure'],['Visitor Center Closed'],['The Salt River Bay NHP&EP Visitor Contact station remains closed due to damage caused by Hurricanes Irma/Maria.'],1,1,0
Scotts Bluff,National Monument,NE,MWR,SCBL,1.0,https://www.nps.gov/SCBL/planyourvisit/conditions.htm,"['Park Closure', '']",['Summit Road Closure'],['Date Posted: 2/27/2024'],2,1,1
Sequoia & Kings Canyon,National Parks,CA,PWR,SEKI,2.0,https://www.nps.gov/SEKI/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Generals Highway Closed Between the Parks For the Winter Season', 'Tire Chain Restrictions in Effect', 'Highway 245 is Closed for Construction and Cannot Be Used to Reach or Leave the Grant Grove Area', 'Winter Seasonal Road Closures Are In Effect']","['Generals Highway is closed between the junction with Wolverton Road and Montecito Sequoia Lodge for the winter season. It is not possible to drive between the parks on Generals Highway. The highway typically reopens in mid-March, depending on conditions.', 'Chain restrictions are in effect on some park roads. All vehicles must carry chains or cables, including 4WD and AWD vehicles. Install chains when required. For current road information, call (559) 565-3341, (press 1, then 1)', 'Highway 245 outside the parks is under construction by CalTrans. It is scheduled to be closed through March 31, 2024. It is not possible to reach or leave the Grant Grove area using Highway 245. Alternate routes are available.', 'Many roads are closed for the winter season. See Driving and Road Information in the drop-down menu below for a list of more closures.']",3,4,1
Selma to Montgomery National Historic Trail,Selma to Montgomery National Historic Trail,AL,SE,SEMO,,https://www.nps.gov/SEMO/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Selma Interpretive Center Closed for Major Construction', 'Visitor Center Phones Down', 'Selma to Montgomery NHT now open Mon-Sat']","['Date Posted: 1/6/2024', 'Date Posted: 6/17/2022', 'Date Posted: 1/24/2024']",3,3,0
Sequoia National Park,Sequoia National Park,CA,PW,SEQU,,https://www.nps.gov/SEQU/planyourvisit/conditions.htm,[],[],[],0,0,0
Shenandoah,National Park,VA,NER,SHEN,1.0,https://www.nps.gov/SHEN/planyourvisit/conditions.htm,"['Caution', 'Information', 'Alert Locations']","['South River Picnic Grounds & Dundo Picnic Grounds and Campground Water Alert', 'Ticket Required to Hike Old Rag', 'Riprap Boundary Access Closure', ""Jeremy's Run Trail from the boundary"", 'No Boundary Access to Pocosin Hollow Trail', 'Red Gate Fire Road', 'Tanners Ridge Fire Road ']","['Water is not available at South River and Dundo Picnic Grounds. Fires and grills are not permitted at these two locations.', 'Date Posted: 1/1/2024', 'Public access to the Riprap trail system at the park boundary via Wild Turkey Lane is no longer available due to private landowner concerns. Please use Skyline Drive to access this trail system.', ""The boundary access to Jeremy's Run Trail across private property at State Route 611 is temporarily closed by the landowner. The park trail remains open. Hikers must access Jeremy's Run from Skyline Drive. The park is working to resolve the situation."", 'Boundary access to Pocosin Hollow Trail off State Rt. 667 is no longer available.', 'Closed to vehicular traffic. ', 'Closed to vehicular traffic. ']",3,7,0
Shiloh,National Military Park,TN,SER,SHIL,1.0,https://www.nps.gov/SHIL/planyourvisit/conditions.htm,"['Park Closure', '']",['Shiloh Visitor Center Closure'],['Date Posted: 2/11/2024'],2,1,0
Sitka,National Historical Park,AK,AKR,SITK,1.0,https://www.nps.gov/SITK/planyourvisit/conditions.htm,['Information'],['Park Visitor Center in Winter Hours; periodic closures possible'],"['The Park Visitor Center is in Winter Hours (Wednesday through Saturday, 10 - 3)\nPeriodic and weekly closures are possible due to staffing and holidays. Please call 907-747-0110 before visiting to check weekly availability. ']",1,1,0
Sleeping Bear Dunes,National Lakeshore,MI,MWR,SLBE,1.0,https://www.nps.gov/SLBE/planyourvisit/conditions.htm,"['Caution', 'Information']","['Winter road work near the covered bridge', 'Cashless payments at staffed locations', 'Platte River Campground closure May 2024']","['Guardrails and hazard trees will be removed over the winter near the covered bridge on the Pierce Stocking Scenic Drive. Skiers and hikers can pass through the bridge. The area will be cleared of snow. Sections of road will have temporary closures.', 'As of March 1, 2023, the Lakeshore will accept only cashless payments at staffed locations for all fees and permits. ', 'Platte River Campground will be closed for the month of May 2024 while it undergoes pavement preservation.  \nAs a result, reservations will not be released for the month of May 2024. \n']",2,3,0
Springfield Armory,National Historic Site,MA,NER,SPAR,1.0,https://www.nps.gov/SPAR/planyourvisit/conditions.htm,"['Information', '']",['Delayed Opening'],['Date Posted: 2/25/2024'],2,1,0
Steamtown,National Historic Site,PA,NER,STEA,1.0,https://www.nps.gov/STEA/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Park Remains Open to Visitors: Some Buildings Closed due to Long-Term Repairs', '2/29/2024: Open 1pm-4pm (Reduced Hours of Operation)', 'Landline Issues']","['The History Museum, Roundhouse, Railyard, and grounds are open to visitors. The Visitor Center, Theatre, Technology Museum and Locomotive Cutaway Exhibit remain closed until long-term repairs to our heating and cooling system are made.', 'Date Posted: 2/23/2024', 'For general information, please call (570) 445-1898 or e-mail stea_visitor_information@nps.gov. To speak with a specific employee, please call their work cell phone directly or e-mail using format firstname_lastname@nps.gov.']",3,3,0
Statue Of Liberty,National Monument,NY,NER,STLI,1.0,https://www.nps.gov/STLI/planyourvisit/conditions.htm,[],[],[],0,0,0
Stonewall National Monument,Stonewall National Monument,NY,NE,STON,,https://www.nps.gov/STON/planyourvisit/conditions.htm,[''],[],[],1,0,0
Stones River,National Battlefield,TN,SER,STRI,1.0,https://www.nps.gov/STRI/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Visitor Center Restrooms Closed - No Water Service', 'No Potable Water Available at Visitor Center - Bring Your Own Water', 'Winter Hours - Park Gates & Visitor Center']","['Date Posted: 1/23/2024', 'Date Posted: 1/23/2024', 'Date Posted: 10/31/2022']",3,3,0
Sunset Crater Volcano,National Monument,AZ,IMR,SUCR,1.0,https://www.nps.gov/SUCR/planyourvisit/conditions.htm,['Park Closure'],"['Current Trail Access', 'Modified Visitor Center Hours on 2/29/24']","[""Due to damage from the Tunnel Fire, the Lenox Crater Trail is closed. The A'a, Lava's Edge, and Lava Flow trails are open. "", 'Date Posted: 2/26/2024']",1,2,0
Tallgrass Prairie,National Preserve,KS,MWR,TAPR,1.0,https://www.nps.gov/TAPR/planyourvisit/conditions.htm,['Caution'],"['Wild Bison', 'All Trails Are Open', 'Dangerous Highway Crossing', 'Some Surfaces May Be Icy']","['Bison graze in both Windmill and West Traps pastures. Sightings may be at schoolhouse parking area. Bison will defend themselves if they feel threatened. Keep 100 yards distance. A raised tail is a warning sign: bison may charge or give chase. ', 'Prescribed burn has been completed and all hiking trails are open. Please stay away from anything smoldering. ', 'Highway 177 is 60 mph with a blind spot directly across from the house. Safely use the highway underpass to the Fox Creek Trail just south of the visitor center parking lot. Be smart, stay alive.', 'Please use caution when visiting the preserve during the winter months, as some surfaces may be slippery due to ice and frost. Use handrails where available or avoid areas that look slick. Be safe and have an enjoyable visit to the preserve.']",1,4,0
Theodore Roosevelt Island,Park,VA,NCR,THIS,1.0,https://www.nps.gov/THIS/planyourvisit/conditions.htm,[],[],[],0,0,0
Thomas Jefferson,Memorial,DC,NCR,THJE,1.0,https://www.nps.gov/THJE/planyourvisit/conditions.htm,['Information'],['Jefferson Memorial elevator'],"['The elevator from the ground level to the chamber of the Jefferson Memorial may be intermittently out of order. Visitors can take steps, but if you require an elevator for a successful visit, please call this number for current status: 202-426-6841.']",1,1,0
Thaddeus Kosciuszko,National Memorial,PA,NER,THKO,1.0,https://www.nps.gov/THKO/planyourvisit/conditions.htm,"['Philadelphia, Philadelphia International Airport']",[],[],1,0,0
Theodore Roosevelt Birthplace,National Historic Site,NY,NER,THRB,1.0,https://www.nps.gov/THRB/planyourvisit/conditions.htm,"['Information', '']",['new hours of operation'],"['Beginning September 10, 2023, The Theodore Roosevelt Birth House will have new hours of operation. The house will be open Wednesday through Sunday, 10am to 4pm. ']",2,1,0
Theodore Roosevelt Inaugural,National Historic Site,NY,NER,THRI,1.0,https://www.nps.gov/THRI/planyourvisit/conditions.htm,['Information'],['See TRSite.org for the latest updates on the tour schedule.'],['See TRSite.org for the latest updates on the tour schedule.'],1,1,0
Theodore Roosevelt,National Park,ND,MWR,THRO,1.0,https://www.nps.gov/THRO/planyourvisit/conditions.htm,"['Caution', 'Information', '', '']","['South Unit Road from the Old East Entrance station mile near marker 22 to mile marker 28', 'Winter Season Changes for Campgrounds', 'Livestock Plan', 'Painted Canyon Visitor Center', 'Riverbend Overlook Closure']","['Due to major road repair work, the former scenic loop between the Old East Entrance Station (near mile marker 22) and mile marker 28 is closed to all traffic, including pedestrian, and bicycle access.', 'Starting October 13, water will be shut off for the winter season. South Loop of Cottonwood Campground is closed for the season, but the remaining sites in the North Loop and the entirety of Juniper Campground remain open with winter rates.', 'The Livestock Plan Environmental Assessment (EA) was available for public review from September 25, 2023, to November 24, 2023. Follow link for park planning website. ', 'The Painted Canyon Visitor Center is closed for the season.', 'Due to construction, the Riverbend Overlook is currently closed.']",4,5,1
Thomas Stone,National Historic Site,MD,NER,THST,1.0,https://www.nps.gov/THST/planyourvisit/conditions.htm,[''],[],[],1,0,0
Timpanogos Cave,National Monument,UT,IMR,TICA,1.0,https://www.nps.gov/TICA/planyourvisit/conditions.htm,[''],[],[],1,0,0
Timucuan,Ecological & Historic Preserve,FL,SER,TIMU,1.0,https://www.nps.gov/TIMU/planyourvisit/conditions.htm,"['Park Closure', 'Caution']","['Spanish Pond Boardwalk Construction ', 'Social Trail to Shoreline Closed', 'Green Trail Closed ']","['We are performing routine maintenance to the boardwalk and access will be limited during work hours.  Anticípate completion by the end of next week.  Access to the trails during work will be to the North of the boardwalk entrance along the Spanish Pond.\n', 'The social trail to the right of the bulkhead at Kingsley Plantation will be closed with a fence starting July 7, 2022.  Erosion issues there threaten both the bulkhead structure and safety.  Please use the access off the path toward the dock for fishing. ', 'A portion of the Green Trail at the Theodore Roosevelt Area is closed to public access until further notice due to excess erosion. ']",2,3,0
Tonto,National Monument,AZ,IMR,TONT,1.0,https://www.nps.gov/TONT/planyourvisit/conditions.htm,['Information'],"['Upper Cliff Dwelling Tours Full', 'Tonto National Monument has moved to cashless fee collection']","['Upper Cliff Dwelling tours are fully booked through the April 2024 season. Cancellations may occur, but they are rare. Reservations for next season will be taken starting October 1, 2024 for November 2024-April 2025.', 'Date Posted: 9/18/2023']",1,2,0
Tuskegee Airmen,National Historic Site,AL,SER,TUAI,1.0,https://www.nps.gov/TUAI/planyourvisit/conditions.htm,['Information'],"['Giftshop closed the last Tuesday of every month', 'Tuskegee Airmen NHS now open Mon-Sat']","['The giftshop will be closed the last Tuesday of every month for inventory.', 'Date Posted: 1/10/2024']",1,2,0
Tuskegee Institute,National Historic Site,AL,SER,TUIN,1.0,https://www.nps.gov/TUIN/planyourvisit/conditions.htm,['Park Closure'],['George Washington Carver Museum and The Oaks are closed'],['The George Washington Carver Museum and The Oaks are closed for repairs and rehabilitation. The Oaks is anticipated to reopen Spring/Summer 2024. We anticipate the George Carver Museum to tentatively reopen in Fall 2024. '],1,1,0
Tumacácori,National Historical Park,AZ,IMR,TUMA,1.0,https://www.nps.gov/TUMA/planyourvisit/conditions.htm,[],[],[],0,0,0
Tupelo,National Battlefield,MS,SER,TUPE,1.0,https://www.nps.gov/TUPE/planyourvisit/conditions.htm,[],[],[],0,0,0
Tule Springs Fossil Beds National Monument,Tule Springs Fossil Beds National Monument,NV,PW,TUSK,,https://www.nps.gov/TUSK/planyourvisit/conditions.htm,['Park Closure'],['Temporary Closure of Eglington Preserve and Grand Teton'],['The Eglington Preserve along with the east end of Grand Teton is closed to visitor access through 2024 until construction activities at the Villages of Tule Springs is complete.'],1,1,0
Tuzigoot,National Monument,AZ,IMR,TUZI,1.0,https://www.nps.gov/TUZI/planyourvisit/conditions.htm,"['Caution', 'Information']","['Tavasci Marsh Open', 'Park will NO LONGER Accept Cash - Debit and CC ONLY\t', 'Masks are currently NOT REQUIRED when visiting Tuzigoot National Monument']","['The Tavasci Marsh trail system is back open. However, a portion of the trail on the southeast side of the marsh remains closed due to repairs needed to the overlook. Head all safety warnings and closures while walking in the Tavasci Marsh.', 'Starting March 1st, Montezuma Castle and Tuzigoot National Monuments will no longer accept cash for entrance fees. The parks will only accept debit and credit cards. The parks ask all visitors to plan accordingly. See Press release for more information.\t\t', 'Requirements are dependent upon Community Level and based on data provided by the Centers for Disease Control & Prevention (CDC) for counties where the park is located. Yavapai County is currently LOW and Masks are NOT REQUIRED inside Federal Buildings.']",2,3,0
Ulysses S Grant,National Historic Site,MO,MWR,ULSG,1.0,https://www.nps.gov/ULSG/planyourvisit/conditions.htm,['Information'],['GPS Navigation Systems '],"[""GPS navigation systems often misdirect visitors driving to Ulysses S. Grant National Historic Site. GPS systems often route visitors to our back gate, or to the entrance for Grant's Farm (not affiliated with the NPS). Please visit our directions page. ""]",1,1,0
Upper Delaware,Scenic & Recreational River,"NY,PA",NER,UPDE,1.0,https://www.nps.gov/UPDE/planyourvisit/conditions.htm,"['Caution', '']",['Towpath Trail Temporarily Closed Due to Flood Damage'],"['Due to a high-water event on Monday, December 18, 2023, portions of the Towpath Trail have washed away created uneven surfaces.  Until repairs can be made the trail will be closed.']",2,1,0
Valley Forge,National Historical Park,PA,NER,VAFO,1.0,https://www.nps.gov/VAFO/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information']","['Maurice Stephens Parking Lot Closed During Construction Project', 'The River Trail is Covered in Mud and Downed Trees - Use Caution', 'County Line Road Closed Monday To Friday ']","['The parking lot near the Maurice Stephens house, located on Rt 23 opposite from the Washington Memorial Chapel parking lot, is closed during construction and renovation work on the house. Visitors are encouraged to park in the Chapel lot.', 'The River Trail from Betzwood to the River Trail parking lot on Pawlings Road remains covered in mud and downed trees from flooding and high winds on the evening of Jan 9, 2024. Crews are working to remove trees. Please use caution when using the trail.', 'County Line Road is closed during the week, from Monday through Friday. The closure will apply to all vehicular, pedestrian, and bicycle traffic. Please find an alternate route.']",3,3,1
Valles Caldera National Preserve,Valles Caldera National Preserve,NM,IM,VALL,,https://www.nps.gov/VALL/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Park closed Tuesday due to winter storm', 'Prescribed burning on South Mountain, San Antonio Mountain', 'Backcountry vehicle route closed for the season', 'All natural and cultural resources are protected']","['Valles Caldera National Preserve will be closed Tuesday, February 27, due to a winter storm and high winds.', 'Prescribed pile burning will continue on the south side of South Mountain during favorable conditions this winter. Pile burns will begin on San Antonio Mountain January 16. Smoke will be visible from New Mexico State Route 4 and the Valle Grande area.', 'The full backcountry vehicle route remains closed for the winter season until May 15. Vehicle access is limited to the Cabin District.', 'The removal of any artifact, antler, obsidian, and other mineral or plant material is strictly prohibited.']",3,4,0
World War II Valor in the Pacific,National Monument,HI,PWR,VALR,1.0,https://www.nps.gov/VALR/planyourvisit/conditions.htm,['Information'],['Masks no longer required at Pearl Harbor National Memorial'],['Masks will no longer be requiring in any of our buildings or locations at Pearl Harbor National Memorial. This alert will be updated again as needed. '],1,1,0
Vanderbilt Mansion,National Historic Site,NY,NER,VAMA,1.0,https://www.nps.gov/VAMA/planyourvisit/conditions.htm,"['Information', '']",['Internal and External Wheelchair Lift Out of Service'],['The outside lift and inside elevator are both out of service. We hope to have this issue resolved as soon as possible.'],2,1,0
