id,url,title,park alpha,description,category,relatedRoadEvents,LastIndexedDate,Park Name,Park Full Name,Type of Unit,State,Reg,Alpha,Unit,Road Closed Flag,date
ABD4B903-9726-4AA7-861F-0BA4BDE32B8F,,Use Caution on Roads with Debris,CAMO,"Flooding has resulted in debris along many roads within the park boundaries. Please use caution when driving on paved roads and watch for road crews at work. Be aware that unimproved and dirt roads may be impassible due to washouts, so plan accordingly.",Caution,[],2022-07-27 16:50:27.0,Castle Mountains National Monument,Castle Mountains National Monument,Castle Mountains National Monument,CA,PW,CAMO,,Yes,2024-04-02
BE7DEE39-68D0-4877-B19B-FC1A4C3079C4,https://www.nps.gov/hafo/planyourvisit/directions.htm,Use Caution with GPS Navigation,HAFO,"The new visitor center is located at 17970 US Hwy 30, about one mile north of downtown Hagerman and the old visitor center. Highway signs and GPS navigation may not yet be up-to-date.",Caution,[],2022-07-25 17:16:47.0,Hagerman Fossil Beds,Hagerman Fossil Beds National Monument,National Monument,ID,PWR,HAFO,1.0,Yes,2024-04-02
3D85A30C-F5B4-48C2-B8BF-282F7AB83318,,Covid-19 Response,WHMI,"Federal guidelines require masks be worn inside the Whitman Mission National Historic Site Visitor Center while the CDCs COVID-19 Community Level tool shows ""High"" in Walla Walla County. Check the tool on Fridays to see updates",Information,[],2022-07-01 14:26:37.0,Whitman Mission,Whitman Mission National Historic Site,National Historic Site,WA,PWR,WHMI,1.0,No,2024-04-02
F478E06F-B880-46F9-BD70-E16B01F3C522,https://www.nps.gov/glca/planyourvisit/lake-powell-marinas.htm,Difficult conditions complicate Cataract Canyon takeouts,CANY,"Hite Ramp is closed. The North Wash take-out is a primitive, unimproved dirt take-out. You will not be able to back a trailer down the dirt slope. Recent washouts have further deteriorated conditions.",Caution,[],2022-06-24 12:44:28.0,Canyonlands,Canyonlands National Park,National Park,UT,IMR,CANY,1.0,No,2024-04-02
420E3254-64C6-44F4-84DB-892B7CCFBA2C,,Appropriate Footwear Required for Cave Tours,JECA,"Visitors are required to wear completely enclosed shoes if participating in a cave tour, like tennis shoes, sneakers or hiking boots. Any type of sandals or shoes with any openings are NOT acceptable.",Information,[],2022-06-22 15:55:00.0,Jewel Cave,Jewel Cave National Monument,National Monument,SD,MWR,JECA,1.0,No,2024-04-02
1245DA9C-95AC-433D-8DF9-27BE6E0BD11F,,Sidewalk scaffolding at Federal Hall,FEHA,"Protective sidewalk scaffolding has been erected around the building to protect the public from falling materials. Later this year, additional scaffolding will be installed while we conduct an in-depth condition assessment of the building façade.",Danger,[],2022-06-09 10:27:55.0,Federal Hall,Federal Hall National Memorial,National Memorial,NY,NER,FEHA,1.0,No,2024-04-02
F7E4E5F6-7298-4DC2-B175-A3CD67443732,https://www.nps.gov/muwo/planyourvisit/know-before-you-go.htm,"Parking & Shuttle Reservations Always Required - See ""Know Before You Go"" for Details",MUWO,"Reservations are required for all personal vehicles and shuttle riders at Muir Woods. You can make your reservation by visiting www.gomuirwoods.com. Visit our ""Know Before You Go"" webpage to learn more important details before your visit.",Information,[],2022-06-01 11:43:35.0,Muir Woods,Muir Woods National Monument,National Monument,CA,PWR,MUWO,1.0,Yes,2024-04-02
D40BAB0A-CE27-43FD-A2C8-1B2A93C7D0F0,,North Union Avenue and Grant's Circle Closed,VICK,"Due to weather related incidents, North Union Avenue and Grant's Circle are closed to vehicular and recreational traffic. Entering these areas is prohibited. A portion of Grant Avenue is open for touring.",Park Closure,[],2022-06-01 10:40:10.0,Vicksburg,Vicksburg National Military Park,National Military Park,MS,SER,VICK,1.0,Yes,2024-04-02
3E525E31-2E2B-4EAC-B507-58D2E7F81F87,https://nps.gov/lavo/learn/management/compendium.htm/index.htm#emergency_closures,Emergency Closures in Burned Areas,LAVO,"Closures are in place for some facilities, infrastructure, and areas affected by the 2021 Dixie Fire. Please adhere to all closures indicated by CLOSED signs or described in emergency closure notices.",Park Closure,[],2022-05-27 23:38:39.0,Lassen Volcanic,Lassen Volcanic National Park,National Park,CA,PWR,LAVO,1.0,No,2024-04-02
6B40A1A1-5BA1-41F3-AC4D-3CBAB1D8E558,https://www.nps.gov/lavo/planyourvisit/burned-area-safety.htm,Be Aware of Burned Area Hazards,LAVO,"Numerous hazards exist in areas affected by the 2021 Dixie Fire. Be prepared for falling/fallen trees or limbs, loose/falling rock, undefined/unmarked trails, and hidden stump holes. Click more to learn about burned area safety.",Caution,[],2022-05-27 16:24:25.0,Lassen Volcanic,Lassen Volcanic National Park,National Park,CA,PWR,LAVO,1.0,No,2024-04-02
B68C70B3-39EB-40C3-980F-86BAA4AFCF87,https://www.nps.gov/bicy/planyourvisit/orv-use.htm?fbclid=IwAR0vd4rqdg71qFHnwki3H31mptZn2Y56WEZv7pMfPwdbFicoYBpzewj4mYc,Off Road Vehicle Inspections UPDATE: 5/27/22,BICY,"Beginning 5/27 ORV renewals & new permits will be issued at the Nathanial P. Reed Visitor Center Friday-Monday, 9am-1:30pm. No permits will be issued Tuesday-Thursday. Permits will be issued first-come first-served. Visit our ORV page for more information",Information,[],2022-05-24 10:29:08.0,Big Cypress,Big Cypress National Preserve,National Preserve,FL,SER,BICY,1.0,No,2024-04-02
873357A4-0BD6-41B9-8104-F490CC8CE870,,Jeremy's Run Trail from the boundary,SHEN,The boundary access to Jeremy's Run Trail across private property at State Route 611 is temporarily closed by the landowner. The park trail remains open. Hikers must access Jeremy's Run from Skyline Drive. The park is working to resolve the situation.,Information,[],2022-05-16 13:17:15.0,Shenandoah,Shenandoah National Park,National Park,VA,NER,SHEN,1.0,Yes,2024-04-02
560629E4-9A3E-48CE-B065-ED995CE0C046,,Expect Crowding,CUVA,Parking lots and popular destinations are crowded especially on weekends and days with warm weather between 10 a.m. and 3 p.m.,Information,[],2022-05-05 08:17:48.0,Cuyahoga Valley,Cuyahoga Valley National Park,National Park,OH,MWR,CUVA,1.0,No,2024-04-02
AF5432B0-42C0-460C-849B-9A36306B8FB1,https://www.nps.gov/bibe/planyourvisit/pets.htm,Bringing a Pet to Big Bend?,BIBE,"Bringing your pet to Big Bend National Park will limit some of your park explorations and opportunities. Pets are not allowed on park trails, in the backcountry, or on the river. Pets are allowed only where vehicles can go. Pets may not be left unattended",Information,[],2022-05-04 15:01:26.0,Big Bend,Big Bend National Park,National Park,TX,IMR,BIBE,1.0,Yes,2024-04-02
525AC753-4A81-40D1-B33B-75775A2E3733,https://www.nps.gov/mawa/planyourvisit/things2do.htm,Reservations No Longer Needed for House Tours,MAWA,"We are no longer taking reservations for house tours unless you have a group of 10 or more people. Daily tours will be offered on a first-come, first-served basis with a max of 10 people / tour.",Information,[],2022-04-26 09:18:14.0,Maggie L Walker,Maggie L Walker,National Historic Site,VA,NER,MAWA,1.0,No,2024-04-02
E339905D-7846-4D00-BBAB-6F0217A41C05,,Partially Reopened,HATU,Harriet Tubman National Historical Park is partially reopened. Our adjusted hours of operations are Tuesday through Sunday from 10am to 4pm (EST).,Information,[],2022-04-19 15:08:47.0,Harriet Tubman Underground Railroad,Harriet Tubman Underground Railroad,National Monument,MDL,NCR,HATU,1.0,No,2024-04-02
F144C3F9-7A34-4907-9192-812766C0801D,,Closure of Old Fort: Monday through Wednesday,FOWA,"The old fort will be closed on Mondays, Tuesdays, and Wednesdays. Park Grounds - Open: 7:00 a.m. to sunset daily",Park Closure,[],2022-04-12 17:17:02.0,Fort Washington,Fort Washington Park,Park,MD,NCR,FOWA,1.0,No,2024-04-02
1F1EFB08-C97F-4ECA-A485-78B85823C927,https://www.nps.gov/sacr/planyourvisit/hours.htm,Operating Hours & Seasons,SACR,The park is normally open year-round during daylight hours. Some park facilities are closed during the winter.,Information,[],2022-04-01 16:25:57.0,Saint Croix Island,Saint Croix Island International Historic Site,International Historic Site,ME,NER,SACR,1.0,No,2024-04-02
9D4F9E3F-CD66-48F2-86A8-F9DCA33881DF,,Dangerous Highway Crossing,TAPR,"Highway 177 is 60 mph with a blind spot directly across from the house. Safely use the highway underpass to the Fox Creek Trail just south of the visitor center parking lot. Be smart, stay alive.",Caution,[],2022-03-26 15:20:42.0,Tallgrass Prairie,Tallgrass Prairie National Preserve,National Preserve,KS,MWR,TAPR,1.0,Yes,2024-04-02
F68C877B-7C3C-4307-8CD7-EE9B02F8C859,https://www.nps.gov/guis/planyourvisit/pets.htm,No Dogs on Beach,GUIS,Dogs and pets are not allowed on any of the beaches in Gulf Islands National Seashore. Visit the pet rules page for information.,Information,[],2022-03-23 13:43:17.0,Gulf Islands,Gulf Islands National Seashore,National Seashore,"FL,MS",SER,GUIS,1.0,No,2024-04-02
FC61B091-3BAC-47BD-9A18-E39D580BCB13,,COVID-19 Mask Requirement,BICA,Mask requirements vary from park to park and are dependent upon local public health status.,Information,[],2022-03-11 17:10:21.0,Bighorn Canyon,Bighorn Canyon National Recreation Area,National Recreation Area,"MT,WY",IMR,BICA,1.0,No,2024-04-02
1656284D-0C2D-4E3E-A130-CCC0938A6A5C,https://www.nps.gov/blri/planyourvisit/conditions.htm,COVID-19 Mask Requirement,BLRI,The NPS has updated its masking guidance based on the CDC’s COVID-19 Community Levels tool. Masking requirements will vary along the parkway based on local conditions. Masks are still required on all forms of enclosed public transportation.,Information,[],2022-03-09 16:30:42.0,Blue Ridge,Blue Ridge Parkway,Parkway,"NC,VA",SER,BLRI,1.0,No,2024-04-02
745AE52C-87FD-48B3-99F0-B56B13ED9C7B,https://www.nps.gov/mnrr/learn/news/covid-19.htm,Visitor Contact Station Open,MNRR,"In accordance with CDC recommendations, state, and county health guidance, we have resumed visitor services with modified operations. CDC guidance for COVID-19 includes social distancing. Mask wearing is now optional inside all NPS buildings.",Information,[],2022-03-09 16:13:19.0,Missouri,Missouri National Recreational River,National Recreational River,SD,MWR,MNRR,1.0,No,2024-04-02
10B134CA-A734-43C0-BEE8-EF2E4364FF68,,Face masks are now optional,NATC,"As Covid-related numbers have dipped below the CDC determined High Rate of Transmission in Adams County, Mississippi, face masks are no longer required in all NPS buildings at Natchez National Historical Park. Wearing of face masks is optional.",Information,[],2022-03-09 15:31:41.0,Natchez,Natchez National Historical Park,National Historical Park,MS,SER,NATC,1.0,No,2024-04-02
3F3103C5-37C2-4A3E-85CF-40C3564D9F24,,Masks are Optional in the White House Visitor Center,WHHO,"Consistent with CDC guidance regarding areas of low transmission (Washington, DC is currently low), the wearing of masks in the White House Visitor Center is optional.",Information,[],2022-03-07 14:38:58.0,President's Park (White House),White House,,DC,NCR,WHHO,1.0,No,2024-04-02
CEFF5F41-16C4-4CD0-A52A-E8B9F668C83E,https://www.weather.gov/beach/mob,Rip Current Status,GUIS,Review rip current status prior to visiting the park.,Caution,[],2022-02-28 16:28:38.0,Gulf Islands,Gulf Islands National Seashore,National Seashore,"FL,MS",SER,GUIS,1.0,No,2024-04-02
2F041674-8CA9-4C90-AB98-9C1EA086F622,,Fee Stations Credit Card Only,CASA,Fee Stations are only accepting credit cards for the purchase of entry tickets and passes.,Information,[],2022-02-28 09:58:39.0,Castillo De San Marcos,Castillo de San Marcos National Monument,National Monument,FL,SER,CASA,1.0,No,2024-04-02
87601F9E-85A9-4283-BB8B-40E8217F6EFF,,Portrait Photography Requires a Permit,WEFA,"Any portrait photography session (school photos, family portraits, engagement photos, etc.) requires a permit. Visit our Permits and Reservations Page for call 203-834-1896 x13 for more info.",Information,[],2022-02-22 12:32:37.0,Weir Farm,Weir Farm National Historical Park,National Historic Site,CT,NER,WEFA,1.0,No,2024-04-02
72B72746-8FC9-4696-B495-6E50E747CE8C,,Stamp Status,COLT,"Unfortunately, since we are not an official park yet, we do not currently have a park stamp.",Information,[],2022-02-22 11:20:22.0,,,,,,,,No,2024-04-02
CB0EF026-10F8-451D-8B2F-8C737FDF64A7,,Fee Stations Credit Card Only,GUIS,Fee Stations are only accepting credit cards for the purchase of passes. Visitors can also purchase digital passes in advance at www.recreation.gov/sitepass/74285,Information,[],2022-01-24 10:57:18.0,Gulf Islands,Gulf Islands National Seashore,National Seashore,"FL,MS",SER,GUIS,1.0,No,2024-04-02
B56BA50A-4309-4257-9C62-5D9A3F556F6E,https://www.nps.gov/pinn/planyourvisit/hours.htm,High Crowds & Park Capacity,PINN,"High visitation may require limiting access to Bear Gulch and other parking areas in the park. If all parking lots reach capacity, incoming traffic will not pass the campground until space is available. This occurs most often between 8a and 3p on weekends",Information,[],2022-01-19 14:37:31.0,Pinnacles,Pinnacles National Park,National Park,CA,PWR,PINN,1.0,No,2024-04-02
77BC12DD-AF43-456E-BE59-9E8C9A2DFB00,,Phones Are Not Operational,KALA,"We continue to experience intermittent outages with our phone lines. If your call does not go through, please try again later, or try to leave us a message and we will get back to you. Thank you for your understanding.",Information,[],2022-01-04 19:40:04.0,Kalaupapa,Kalaupapa National Historical Park,National Historical Park,HI,PWR,KALA,1.0,No,2024-04-02
500C0309-29DA-4489-8E39-24B5B3CBE5F8,https://www.nps.gov/kefj/planyourvisit/conditions.htm#EG-Canyon-Closure,Canyon from Toe of Exit Glacier to the Outwash Plain,KEFJ,"The canyon from the toe of Exit Glacier to where Exit Creek opens into the Outwash Plain is susceptible to sudden outburst flood events. These events produce sudden surges of water, ice and rock. The canyon is dangerous and travel is not recommended.",Danger,[],2021-10-22 17:15:05.0,Kenai Fjords,Kenai Fjords National Park,National Park,AK,AKR,KEFJ,1.0,No,2024-04-02
FC8CE241-A446-472C-9332-853F8F596FBB,,Fort Pulaski Entrance Fees are Credit/Debit Only,FOPU,The park is no longer accepting cash for entrance fees. Credit and debit cards are the only method of payment currently being accepted.,Information,[],2021-08-18 13:12:33.0,Fort Pulaski,Fort Pulaski National Monument,National Monument,GA,SER,FOPU,1.0,No,2024-04-02
BA22FF09-4DC0-4112-AA39-866A4EBFD3BC,,Bike rentals are not available at this time,CUIS,"Bike rentals on Cumberland Island are not available at this time. Although rental bikes will not be available, with a reservation and a modest fee the ferry can transport up to 15 personal bikes to the island.",Information,[],2021-08-17 16:46:10.0,Cumberland Island,Cumberland Island National Seashore,National Seashore,GA,SER,CUIS,1.0,No,2024-04-02
B8B514FF-CF41-4AD8-8F8E-0CBC62AD8B48,,All 3 petroglyph viewing trails are open. No trails at VC. WNPA Park Store open 9am - 4pm.,PETR,"Drive to petroglyph viewing trails: Boca Negra Canyon (open 8:30 am - 4 pm); Rinconada and Piedras Marcadas Canyons (open 8 am to 5 pm). The Volcanoes Day Use Area (no petroglyphs, open 9 am to 5 pm). WNPA Park Store open for shopping 9am - 4pm daily.",Information,[],2021-08-06 10:49:22.0,Petroglyph,Petroglyph National Monument,National Monument,NM,IMR,PETR,1.0,No,2024-04-02
23AB6F88-6F2B-4A93-BCC1-86EDCCD3F750,https://www.nps.gov/maca/planyourvisit/cave-tours.htm,Tickets are required to enter Mammoth Cave,MACA,Reservations are strongly recommended. Reservations are the only way to ensure a spot is available for your party. Please plan accordingly by visiting Recreation.gov to secure your tickets in advance. Availability of walk-up tickets is not guaranteed.,Information,[],2021-08-02 18:14:26.0,Mammoth Cave,Mammoth Cave National Park,National Park,KY,SER,MACA,1.0,No,2024-04-02
8C1BE14F-AA8E-414E-A0E4-F8AE130B0C90,,White House Overlook and Trail Closed,CACH,"White House Overlook and Trail, one of seven overlooks and the only public trail on the South Rim Drive, remains closed because of safety and law enforcement concerns.",Park Closure,[],2021-07-09 12:17:08.0,Canyon De Chelly,Canyon de Chelly National Monument,National Monument,AZ,IMR,CACH,1.0,No,2024-04-02
794B4473-699F-4F18-98FB-4E9E25ED8BD8,https://www.nps.gov/cong/planyourvisit/directions.htm,"RVs, Trailers and Other Oversized Vehicles (Limited Parking)",CONG,"Due to increased visitation, parking lots often fill up early. Visitors need to be aware that parking for larger vehicles is very limited. RVs using ""tow dollies"" may have to unhook towed vehicles in order to turn around in the parking lot on busy days.",Information,[],2021-06-21 11:03:54.0,Congaree,Congaree National Park,National Park,SC,SER,CONG,1.0,Yes,2024-04-02
EC6AF9B7-4BB4-4BDA-BD57-3126785042F4,https://www.nps.gov/colt/learn/management/parkdev.htm,Park in Progress,COLT,Coltsville NHP is working toward establishment and is not yet an official park. We do not have a Visitor Center and visitor services are limited. For more information please visit our Park Development and Calendar pages.,Park Closure,[],2021-06-17 12:01:16.0,,,,,,,,No,2024-04-02
E5C95382-AF45-4E19-8A79-B839BC54F9FE,https://www.nps.gov/kefj/planyourvisit/abandoned-mines-in-kenai-fjords.htm,Abandoned Mines Hazard,KEFJ,"Abandoned mines exist on park lands. Explosives, mine openings, unsafe structures and toxic chemicals may be present. Visitors should use extreme caution and avoid abandoned mineral properties.",Danger,[],2021-06-14 16:06:28.0,Kenai Fjords,Kenai Fjords National Park,National Park,AK,AKR,KEFJ,1.0,No,2024-04-02
7DB1913D-75CB-47E6-8436-63E8832BC7D7,https://www.nps.gov/fosc/learn/photosmultimedia/fsmvideos.htm,Park Movie,FOSC,"Due to technical difficulties, the captioning on our park movie is not currently working and the lighting is not consistently dimming in the site's theater. For a captioned version, you can visit www.nps.gov/fosc/learn/photosmultimedia/fsmvideos.htm",Information,[],2021-06-14 12:28:09.0,Fort Scott,Fort Scott National Historic Site,National Historic Site,KS,MWR,FOSC,1.0,No,2024-04-02
FAADFF7E-E7A7-42DE-92B2-DF2CE5821FEC,,No Fuel Services,AGFO,Fuel up before visiting! Agate Fossil Beds National Monument is 30-50 miles from the nearest service stations.,Information,[],2021-05-07 13:38:17.0,Agate Fossil Beds,Agate Fossil Beds National Monument,National Monument,NE,MWR,AGFO,1.0,No,2024-04-02
C896192E-5FD3-4D2D-9147-FAB9E3D752E6,,Limited Cell Phone Coverage,AGFO,Cell phone voice and data coverage is very limited in the park and surrounding area. Free visitor WiFi is available in the visitor center.,Information,[],2021-05-07 13:18:05.0,Agate Fossil Beds,Agate Fossil Beds National Monument,National Monument,NE,MWR,AGFO,1.0,No,2024-04-02
FDBA5BF3-E4B4-4E85-9D32-509B66BEB7C9,,Possession or use of marijuana inside Fire Island National Seashore is prohibited.,FIIS,"While New York provides for regulated possession and use of marijuana, it remains an illegal drug under federal law and enforced within National Park units.",Information,[],2021-04-12 16:18:47.0,Fire Island,Fire Island National Seashore,National Seashore,NY,NER,FIIS,1.0,No,2024-04-02
390A4F94-22C2-4A30-B54D-2E551C7F7DFC,https://northcountrytrail.org/the-trail/trail-alerts/,Trail Alerts,NOCO,Trail closures are reported to the North Country Trail Association. Go to their Trail Alerts page for the latest information.,Information,[],2020-12-28 16:33:22.0,,,,,,,,No,2024-04-02
7A2739CD-7ED7-43D3-9C41-08547E5D6E94,https://www.nps.gov/badl/planyourvisit/directions.htm,Navigation,BADL,"Do not rely on GPS digital navigation systems to find your way to Badlands National Park. Please note that the Visitor Center at 25216 Ben Reifel Road, Interior SD 57750 is located just off I-90.",Caution,[],2020-12-16 09:25:24.0,Badlands,Badlands National Park,National Park,SD,MWR,BADL,1.0,Yes,2024-04-02
1A7552C5-D2D3-4C7A-B98C-658A535E1F8E,https://iceagetrail.maps.arcgis.com/apps/opsdashboard/index.html#/5cb8ca63f0e447dea9dc29afb5ed12e6,Trail Conditions,IATR,"Trail conditions can vary throughout the state. Before heading out, check the trail conditions, potential re-routes and closures on the Ice Age Trail Alliance website.",Information,[],2020-10-23 14:28:03.0,Ice Age National Scenic Trail,Ice Age National Scenic Trail,Ice Age National Scenic Trail,WI,MW,IATR,,Yes,2024-04-02
9C95075B-BD09-4403-B0DB-0CA54A997ED2,https://www.nps.gov/juba/learn/news/anza-exhibit-at-martinez-adobe-closed-for-structural-repairs.htm,"Closure of Anza Expedition Exhibit at Martinez Adobe in Martinez, CA",JUBA,"For safety reasons, access to the Martinez Adobe, which houses the Anza exhibit, is blocked off from the public and remains closed for all use until the structure is stabilized. Currently, there is no timeline for the repairs to be complete...",Information,[],2020-09-28 17:29:18.0,,,,,,,,No,2024-04-02
44BEDE00-19EF-488E-9C75-BFDA094A4A6B,https://www.nps.gov/fobo/learn/management/closure-information-for-butterfield-trail.htm,Butterfield Trail Closure,FOBO,"The Butterfield Trail is currently closed to horses and pack animals. It remains open for hiking and foot traffic. For more information, see our policy page.",Information,[],2020-08-28 14:26:24.0,Fort Bowie,Fort Bowie National Historic Site,National Historic Site,AZ,IMR,FOBO,1.0,No,2024-04-02
B69D06B6-0089-48BA-A81E-ABB7DA291F9D,https://www.nps.gov/cuva/planyourvisit/paddling-the-river.htm,Paddling Hazard Upstream from Lock 39/Rockside Road,CUVA,A significant woody debris hazard exists near a set of metal pylons and timber groynes just upstream from the Lock 39/Rockside Rd. access. Do not attempt to paddle through during medium/low flow. Portage on river right. .,Caution,[],2020-08-13 11:56:49.0,Cuyahoga Valley,Cuyahoga Valley National Park,National Park,OH,MWR,CUVA,1.0,No,2024-04-02
E3DD8CA1-7C0E-4431-A70E-77863CDEA8D0,,What To Know Before You Visit,POPO,"Park grounds and visitor center are open, but you're encouraged to call the visitor center at 318-926-5492 for the latest information and COVID-19 precautions before you visit.",Information,[],2020-07-20 13:22:54.0,Poverty Point,Poverty Point,National Monument,LA,SER,POPO,1.0,No,2024-04-02
9549D1E6-CA6D-4B83-8D3C-330FDBAECE11,,Motorized Recreational Scooters Not Permitted in Park,FOMC,"For the safety and protection of visitors and park resources, motorized scooters are not permitted within the park. Any vehicles (scooters, bicycles, etc.) that are part of a ride-share program may not be left behind for pick up inside the park",Information,[],2020-06-08 08:37:13.0,Fort McHenry,Fort McHenry National Monument and Historic Shrine,National Monument and Historic Shrine,MD,NER,FOMC,1.0,Yes,2024-04-02
1EE3C43E-65E7-46ED-81F6-468F5BE99649,,Be Prepared for your Visit,MOCR,"Before hiking at Moores Creek, make sure to bring all your necessary medications, sunscreen, bottled water for hikes, loose fitting clothes for hiking, and any other items you may need.",Information,[],2020-05-27 09:43:21.0,Moores Creek,Moores Creek National Battlefield,National Battlefield,NC,SER,MOCR,1.0,No,2024-04-02
AEF32860-B6E7-4B48-95A5-5459C86668BD,https://www.nps.gov/cana/planyourvisit/weather.htm,Rip Currents and Rough Surf,CANA,Remember that rough surf is dangerous & rip currents can be deadly. Please use caution when swimming at Canaveral National Seashore.,Information,[],2020-05-21 10:04:59.0,Canaveral,Canaveral National Seashore,National Seashore,FL,SER,CANA,1.0,No,2024-04-02
D70E8462-F537-4B89-9CA5-318BC243FF61,,Closure: Portion of the Village Trail,KNRI,The river bank section of trail near the Sakakawea Village is closed due to ongoing erosion until further notice. The village site itself remains accessible by hiking from the visitor center.,Information,[],2020-05-07 10:57:38.0,Knife River Indian Villages,Knife River Indian Villages National Historic Site,National Historic Site,ND,MWR,KNRI,1.0,No,2024-04-02
9E6F02FC-950B-4B7A-8D66-6E9773885EA9,,Battery Kemble Park Parking Area Closed Until Further Notice,CWDW,"As a public health precaution, some facilities in Rock Creek Park are temporarily closed for the safety of staff and visitors. Updates will be posted to the park website, www.nps.gov/cwdw and on Facebook: @CWDWNPS Info: 202-895-6000",Information,[],2020-04-10 12:31:55.0,,,,,,,,No,2024-04-02
549CC213-5EE0-4BFF-B133-CD136B39325D,,Burned Area Safety Advisory,WHIS,"The Carr Fire has increased risks to visitors; falling trees, broken and hanging limbs, burned out stump holes, abandoned mine features, and loose rocks remain in much of the burned area. Remember to watch the ground you walk on, as well as above you.",Caution,[],2020-03-23 17:53:00.0,Whiskeytown,Whiskeytown-Shasta-Trinity National Recreation Area,National Recreation Area,CA,PWR,WHIS,1.0,No,2024-04-02
292A223C-4CBF-4D3B-8884-609CE95C37BD,https://www.nps.gov/aboutus/news/public-health-update.htm,COVID-19 (Coronavirus) Information,JUBA,"To keep the public informed during the ongoing public health incident, NPS has created a webpage with the latest information and updates about COVID-19. It is available by clicking ""more"" below.",Information,[],2020-03-23 12:46:16.0,,,,,,,,No,2024-04-02
410F3599-24E1-41C1-BBF9-DC9DBA7443F7,https://www.nps.gov/choh/planyourvisit/conditions.htm,Closures: Detours; Towpath; Points of Interest,CHOH,Multiple items are closed due to hazardous conditions or maintenance. See below for more details.,Park Closure,[],2020-02-15 08:53:01.0,Chesapeake & Ohio Canal,Chesapeake and Ohio Canal National Historical Park,National Historical Park,"DC,MD,WV",NCR,CHOH,1.0,No,2024-04-02
8141823F-69B8-4624-8207-BE1775D9AB60,https://www.nps.gov/articles/what-is-white-nose-syndrome.htm,Items Worn or Used in Other Caves Not Allowed,CAVE,"A disease know as White-Nose Syndrome is killing bats in North America. To prevent it from spreading to our bats, do not wear shoes, clothing, or bring any gear into any cave at Carlsbad Caverns National Park that were in another cave.",Information,[],2020-02-08 15:16:11.0,Carlsbad Caverns,Carlsbad Caverns National Park,National Park,NM,IMR,CAVE,1.0,No,2024-04-02
7B5D28DF-7186-4380-874A-4CAF58702297,,"Uber, Lyft, and other ""Taxi"" Services",PECO,"While Pecos is close to Santa Fe and Las Vegas, services like Uber and Lyft may have limited availability to and from the park. If you are able to take an Uber or Lyft, please make sure you have plans to be picked up before being dropped off at Pecos.",Information,[],2020-01-08 17:21:40.0,Pecos,Pecos National Historical Park,National Historical Park,NM,IMR,PECO,1.0,No,2024-04-02
07DC166E-9930-4323-B554-AB351C83B1AC,,Bicycle Use In The Monument,PETR,Bicycles are ONLY allowed at the following locations: 1 - On the Boca Negra Canyon paved multiuse path; bicycles must remain on the paved bike path. 2 - On the crusher fine trail that winds in and out of the park around the mesa top above Boca Negra.,Information,[],2019-12-03 14:57:43.0,Petroglyph,Petroglyph National Monument,National Monument,NM,IMR,PETR,1.0,No,2024-04-02
8073F540-654D-4D72-A558-689525FBD46D,,Water in Campground is Shut Off,ELMO,The water in the campground has been shut off for the winter due to freezing temperatures. Visitors are encouraged to bring their own supply. Small water containers may also be filled in the visitor center during business hours (9 am - 5 pm).,Information,[],2019-12-01 11:42:41.0,El Morro,El Morro National Monument,National Monument,NM,IMR,ELMO,1.0,No,2024-04-02
3924077D-A8E5-4CBE-86BA-7E8631AF52A9,https://www.nps.gov/natr/learn/news/yockanookany-section-trail-closure.htm,Yockanookany Trail Section Closed to Equestrians,NATT,"The Yockanookany section of the Natchez Trace National Scenic Trail is closed to equestrian use effective immediately, due to safety concerns with trail bridges and boardwalks. The trail will remain open to pedestrians.",Park Closure,[],2019-10-26 11:08:59.0,,,,,,,,No,2024-04-02
191B2B32-1543-4EDA-AE87-020490494B22,,Notice to travelers to National Cemetery,ANJO,"Due to the narrow roadway & tight turn, RVs, mobile homes, charter buses, delivery trucks, or vehicles with trailers are prohibited from the crest of Monument Hill. Check for information about parking at the Visitor Center upon your arrival.",Caution,[],2019-08-12 15:39:35.0,Andrew Johnson,Andrew Johnson National Historic Site,National Historic Site,TN,SER,ANJO,1.0,Yes,2024-04-02
D3AF51D3-187A-47A7-825A-7905CAB07079,,Weather Closures,WHIS,Open areas of the park may be closed on short notice due to concern of possible debris flows during rain events. Smaller scale landslides and flood may occur anywhere within the park during rain events.,Caution,[],2019-05-30 17:58:05.0,Whiskeytown,Whiskeytown-Shasta-Trinity National Recreation Area,National Recreation Area,CA,PWR,WHIS,1.0,No,2024-04-02
B7345DAF-C37A-411C-A7C8-87833054A354,,RV and Tractor Trailer Parking at the Visitor Center,WHSA,There is limited space for parking for recreational vehicles and trailers in the parking lot directly in front (south) of the visitor center. RVs are asked to not park in the lot behind the visitor center. There is no parking space for tractor trailers.,Information,[],2019-02-05 14:36:01.0,White Sands,White Sands National Park,National Monument,NM,IMR,WHSA,1.0,Yes,2024-04-02
B0D5AE43-C147-415C-9355-4960C2459278,,Federal Government Shutdown,OPOT,"During the federal government shutdown, this website will not be updated and may not reflect current conditions. The tour of the Old Post Office Tower is closed for resource protection and safety.",Park Closure,[],2018-12-22 11:01:55.0,,,,,,,,No,2024-04-02
